date,time,outgoing_site_id,incoming_site_id,total number_of_calls,total call duration (min)
20170305,10:30,57151,50532,361,371
20170305,11:30,57151,50132,387,596
20170305,12:30,57151,51422,473,236
20170305,13:30,57151,50243,487,290
20170305,14:30,57151,50241,373,606
20170305,15:30,57151,50152,497,454
20170305,16:30,57151,52391,526,235
20170305,17:30,57151,50151,325,464
20170305,18:30,57151,52083,636,444
20170305,19:30,57151,31161,207,388
20170305,20:30,57151,20404,621,368
20170305,21:30,57151,21281,407,235
20170305,22:30,57151,28362,133,511
20170305,23:30,57151,21071,335,432
20170306,0:30,57151,13832,284,239
20170306,1:30,57151,40341,226,530
20170306,2:30,57151,55281,503,545
20170306,3:30,57151,35952,603,552
20170306,4:30,57151,10141,269,392
20170306,5:30,57151,27243,309,462
20170306,6:30,57151,32841,371,559
20170306,7:30,57151,35952,425,415
20170306,8:21,57151,6282,470,248
20170306,9:30,57151,6263,182,366
20170306,10:30,57151,1161,580,634
20170306,11:30,57151,21211,160,337
20170306,12:30,57151,13191,210,461
20170306,13:30,57151,21212,250,596
20170306,14:30,57151,101,533,287
20170306,15:30,57151,102,237,303
20170306,16:30,57151,123,363,402
20170306,17:30,57151,12031,565,274
20170306,18:30,57151,12083,510,277
20170306,19:30,57151,12033,139,348
20170306,20:30,57151,12032,353,611
20170306,21:30,57151,12082,309,629
20170306,22:30,57151,4401,362,396
20170306,23:30,57151,12043,156,339
20170307,0:30,57151,12042,381,375
20170307,1:30,57151,13231,404,508
20170307,2:30,57151,4113,459,272
20170307,3:30,57151,4313,349,394
20170307,4:30,57151,4312,167,342
20170307,5:21,57151,10641,522,333
20170307,6:30,57151,18341,559,433
20170307,7:30,57151,18342,340,385
20170307,8:30,57151,10642,441,283
20170307,9:30,57151,10643,419,233
20170307,10:30,57151,10873,281,549
20170307,11:30,57151,10871,540,298
20170307,12:30,57151,7903,495,399
20170307,13:30,57151,7901,508,518
20170307,14:30,57151,10691,505,630
20170307,15:30,57151,1932,207,340
20170307,16:30,57151,1933,614,555
20170307,17:30,57151,1931,289,603
20170307,18:30,57151,2503,411,250
20170307,19:30,57151,2111,287,554
20170307,20:30,57151,2192,277,374
20170307,21:30,57151,2642,516,340
20170307,22:30,57151,2233,610,305
20170307,23:30,57151,2502,606,406
20170308,0:30,57151,2871,394,436
20170308,1:30,57151,1853,408,468
20170308,2:30,57151,1852,315,260
20170308,3:30,57151,11282,362,326
20170308,4:30,57151,712,221,413
20170308,5:30,57151,7343,642,491
20170308,6:30,57151,10453,504,386
20170308,7:30,57151,722,396,253
20170308,8:30,57151,723,491,597
20170308,9:30,57151,18673,168,560
20170308,10:30,57151,713,408,361
20170308,11:30,57151,10371,142,528
20170308,12:30,57151,10992,268,281
20170308,13:30,57151,7141,520,264
20170308,14:30,57151,7143,514,516
20170308,15:30,57151,1171,402,590
20170308,16:30,57151,1173,371,646
20170308,17:30,57151,1751,422,288
20170308,18:30,57151,1753,369,467
20170308,19:30,57151,7161,468,621
20170308,20:30,57151,1512,441,233
20170308,21:30,57151,1511,129,440
20170308,22:30,57151,1622,525,552
20170308,23:30,57151,1513,397,545
20170309,0:30,57151,18661,648,488
20170309,1:30,57151,7142,378,444
20170309,2:30,57151,8222,157,404
20170309,3:30,57151,8221,310,444
20170309,4:30,57151,12051,452,508
20170309,5:30,57151,10573,262,379
20170309,6:30,57151,10572,413,629
20170309,7:30,57151,42822,240,314
20170309,8:30,57151,41171,363,625
20170309,9:30,57151,40362,307,296
20170309,10:30,57151,42112,444,480
20170309,11:30,57151,37332,355,313
20170309,12:30,57151,40673,539,327
20170309,13:30,57151,40592,228,464
20170309,14:30,57151,42821,628,504
20170309,15:30,57151,40363,310,272
20170309,16:30,57151,40361,404,536
20170309,17:30,57151,40244,618,535
20170309,18:30,57151,40243,476,633
20170309,19:30,57151,40242,602,503
20170309,20:30,57151,61463,415,623
20170309,21:30,57151,61461,263,241
20170309,22:30,57151,46373,346,497
20170309,23:30,57151,46371,270,615
20170310,0:30,57151,42913,329,522
20170310,1:30,57151,41193,186,414
20170310,2:30,57151,41191,222,608
20170310,3:30,57151,61462,338,247
20170310,4:30,57151,61681,640,491
20170310,5:30,57151,42852,363,432
20170310,6:30,57151,54833,242,340
20170310,7:30,57151,54861,404,650
20170310,8:30,57151,54863,497,357
20170310,9:30,57151,37331,591,609
20170310,10:30,57151,40211,421,391
20170310,11:30,57151,40672,649,593
20170310,12:30,57151,40212,457,281
20170310,13:30,57151,42071,352,317
20170310,14:30,57151,42072,357,249
20170310,15:30,57151,42782,520,406
20170310,16:30,57151,40593,592,368
20170310,17:30,57151,40291,539,333
20170310,18:30,57151,41551,341,597
20170310,19:30,57151,42851,388,611
20170310,20:30,57151,40402,197,309
20170310,21:30,57151,42113,128,601
20170310,22:30,57151,41692,131,474
20170310,23:30,57151,41552,255,437
20170311,0:30,57151,41553,456,303
20170311,1:30,57151,40213,179,342
20170311,2:30,57151,44991,467,617
20170311,3:30,57151,40293,274,574
20170311,4:30,57151,44993,327,556
20170311,5:30,57151,45403,594,640
20170311,6:30,57151,45401,404,482
20170311,7:30,57151,42753,601,642
20170311,8:30,57151,46312,522,403
20170311,9:30,57151,46313,199,571
20170311,10:30,57151,46311,303,537
20170311,11:30,57151,45042,265,359
20170311,12:30,57151,45043,589,483
20170311,13:30,57151,45041,176,594
20170311,14:30,57151,44122,520,475
20170311,15:30,57151,40042,589,386
20170311,16:30,57151,37373,140,508
20170311,17:30,57151,44123,340,299
20170311,18:30,57151,45522,379,232
20170311,19:30,57151,45523,230,391
20170311,20:30,57151,41052,433,493
20170311,21:30,57151,41053,612,284
20170311,22:30,57151,45952,131,289
20170311,23:30,57151,45953,280,528
20170312,0:30,57151,65441,520,303
20170312,1:30,57151,40852,135,493
20170312,2:30,57151,45113,445,406
20170312,3:30,57151,54922,323,644
20170312,4:30,57151,44142,568,441
20170312,5:30,57151,40802,536,619
20170312,6:30,57151,40823,295,292
20170312,7:30,57151,40822,414,345
20170312,8:30,57151,40043,614,432
20170312,9:30,57151,37372,407,317
20170312,10:30,57151,37371,232,639
20170312,11:30,57151,40713,390,306
20170312,12:30,57151,40772,607,504
20170312,13:30,57151,44693,432,389
20170312,14:30,57151,44692,294,364
20170312,15:30,57151,44691,202,312
20170312,16:30,57151,40723,609,568
20170312,17:30,57151,40721,249,402
20170312,18:30,57151,40922,496,315
20170312,19:30,57151,39942,438,328
20170312,20:30,57151,45772,333,247
20170312,21:30,57151,45771,199,230
20170312,22:30,57151,40971,494,607
20170312,23:30,57151,54952,154,593
20170313,0:30,57151,54951,243,562
20170313,1:30,57151,47161,206,417
20170313,2:30,57151,25473,212,342
20170313,3:30,57151,54033,322,404
20170313,4:30,57151,54032,197,270
20170313,5:30,57151,54031,241,615
20170313,6:30,57151,54072,536,372
20170313,7:30,57151,61531,257,501
20170313,8:30,57151,49373,209,308
20170313,9:30,57151,49371,328,236
20170313,10:30,57151,54071,563,518
20170313,11:30,57151,65203,449,520
20170313,12:30,57151,54062,575,288
20170313,13:30,57151,49211,217,482
20170313,14:30,57151,48743,457,265
20170313,15:30,57151,54061,537,292
20170313,16:30,57151,37652,572,341
20170313,17:30,57151,37653,219,273
20170313,18:30,57151,37651,290,441
20170313,19:30,57151,54302,168,426
20170313,20:30,57151,54303,209,535
20170313,21:30,57151,61202,278,428
20170313,22:30,57151,54301,180,484
20170313,23:30,57151,61201,424,404
20170314,0:30,57151,48763,233,417
20170314,1:30,57151,48761,183,609
20170314,2:30,57151,45381,285,369
20170314,3:30,57151,54502,166,641
20170314,4:30,57151,49343,152,563
20170314,5:30,57151,48773,330,522
20170314,6:30,57151,54501,204,605
20170314,7:30,57151,54503,433,590
20170314,8:30,57151,65512,619,556
20170314,9:30,57151,49341,475,538
20170314,10:30,57151,61483,273,235
20170314,11:30,57151,61481,193,563
20170314,12:30,57151,48243,584,461
20170314,13:30,57151,49292,273,399
20170314,14:30,57151,61212,156,648
20170314,15:30,57151,48723,348,328
20170314,16:30,57151,48242,368,486
20170314,17:30,57151,48241,493,315
20170314,18:30,57151,49293,293,358
20170314,19:30,57151,49291,540,589
20170314,20:30,57151,62973,373,270
20170314,21:30,57151,62972,324,635
20170314,22:30,57151,48272,342,603
20170314,23:30,57151,48273,183,277
20170315,0:30,57151,44543,129,383
20170315,1:30,57151,44542,184,571
20170315,2:30,57151,44541,324,251
20170315,3:30,57151,46731,156,561
20170315,4:30,57151,49103,214,285
20170315,5:30,57151,48113,469,248
20170315,6:30,57151,48111,310,647
20170315,7:30,57151,48863,334,478
20170315,8:30,57151,48861,323,462
20170315,9:30,57151,37762,557,560
20170315,10:30,57151,37763,382,533
20170315,11:30,57151,48691,284,577
20170315,12:30,57151,48123,301,432
20170315,13:30,57151,48121,343,315
20170315,14:30,57151,48122,235,283
20170315,15:30,57151,17972,269,509
20170315,16:30,57151,17971,613,245
20170315,17:30,57151,63822,339,481
20170315,18:30,57151,63821,310,374
20170315,19:30,57151,38543,256,612
20170315,20:30,57151,48162,235,619
20170315,21:30,57151,17181,523,474
20170315,22:30,57151,63253,480,464
20170315,23:30,57151,52582,130,384
20170316,0:30,57151,37752,432,327
20170316,1:30,57151,50892,169,534
20170316,2:30,57151,50893,373,524
20170316,3:30,57151,22501,568,261
20170316,4:30,57151,59072,127,629
20170316,5:30,57151,59071,592,413
20170316,6:30,57151,21052,205,294
20170316,7:30,57151,41532,172,330
20170316,8:30,57151,21051,141,586
20170316,9:30,57151,20963,538,346
20170316,10:30,57151,48941,149,577
20170316,11:30,57151,20962,481,461
20170316,12:30,57151,37461,596,538
20170316,13:30,57151,53972,442,530
20170316,14:30,57151,17122,307,408
20170316,15:30,57151,17123,542,256
20170316,16:30,57151,21053,528,231
20170316,17:30,57151,41533,528,353
20170316,18:30,57151,21232,422,504
20170316,19:30,57151,31052,261,381
20170316,20:30,57151,65302,601,649
20170316,21:30,57151,11311,247,354
20170316,22:30,57151,11312,529,507
20170316,23:30,57151,58281,491,533
20170317,0:30,57151,39163,208,323
20170317,1:30,57151,38483,609,377
20170317,2:30,57151,50331,390,467
20170317,3:30,57151,50332,289,363
20170317,4:30,57151,21131,430,622
20170317,5:30,57151,45613,416,250
20170317,6:30,57151,38472,529,357
20170317,7:30,57151,45612,145,273
20170317,8:21,57151,21112,134,602
20170317,9:30,57151,53572,423,266
20170317,10:30,57151,48952,136,485
20170317,11:30,57151,20922,239,270
20170317,12:30,57151,20923,194,294
20170317,13:30,57151,19112,312,292
20170317,14:30,57151,39133,178,366
20170317,15:30,57151,58273,197,428
20170317,16:30,57151,20921,241,566
20170317,17:30,57151,53571,561,241
20170317,18:30,57151,21233,130,649
20170317,19:30,57151,19953,543,529
20170317,20:30,57151,41542,215,377
20170317,21:30,57151,41541,546,232
20170317,22:30,57151,19951,231,364
20170317,23:30,57151,60203,380,557
20170318,0:30,57151,60201,232,246
20170318,1:30,57151,21191,628,626
20170318,2:30,57151,53971,174,361
20170318,3:30,57151,17121,165,441
20170318,4:30,57151,50663,639,242
20170318,5:30,57151,50661,385,243
20170318,6:30,57151,50662,418,393
20170318,7:30,57151,20931,520,251
20170318,8:30,57151,21181,200,347
20170318,9:30,57151,39082,241,488
20170318,10:30,57151,21073,399,622
20170318,11:30,57151,39083,304,253
20170318,12:30,57151,35662,203,268
20170318,13:30,57151,52293,438,307
20170318,14:30,57151,37891,457,451
20170318,15:30,57151,50891,552,439
20170318,16:30,57151,21072,409,517
20170318,17:30,57151,52493,380,328
20170318,18:30,57151,52492,298,538
20170318,19:30,57151,21092,290,499
20170318,20:30,57151,21091,193,508
20170318,21:30,57151,21102,234,499
20170318,22:30,57151,38682,411,246
20170318,23:30,57151,36002,191,498
20170319,0:30,57151,35663,589,381
20170319,1:30,57151,21103,475,610
20170319,2:30,57151,21101,221,302
20170319,3:30,57151,20913,470,393
20170319,4:30,57151,20911,208,386
20170319,5:30,57151,53281,187,607
20170319,6:30,57151,21183,453,567
20170319,7:30,57151,20872,546,594
20170319,8:30,57151,25622,293,315
20170319,10:30,57151,30581,639,450
20170319,11:30,57151,25653,176,265
20170319,12:30,57151,38292,176,496
20170319,13:30,57151,44973,261,562
20170319,14:30,57151,44972,257,305
20170319,15:30,57151,20712,554,501
20170319,16:30,57151,25652,495,369
20170319,17:30,57151,38291,533,644
20170319,18:30,57151,20711,592,649
20170319,19:30,57151,20713,389,383
20170319,20:30,57151,58412,216,555
20170319,21:30,57151,58411,569,248
20170319,22:30,57151,58413,239,425
20170319,23:30,57151,41963,391,568
20170320,0:30,57151,20703,347,572
20170320,1:30,57151,20701,300,541
20170320,2:30,57151,20702,567,316
20170320,3:30,57151,63732,390,332
20170320,4:30,57151,63733,279,388
20170320,5:30,57151,11633,416,529
20170320,6:30,57151,58392,615,561
20170320,7:30,57151,58391,307,266
20170320,8:30,57151,49522,438,388
20170320,9:30,57151,11573,157,554
20170320,10:30,57151,49523,539,461
20170320,11:30,57151,44971,596,300
20170320,12:30,57151,60933,176,418
20170320,14:30,57151,32502,573,387
20170320,15:30,57151,32501,282,520
20170320,16:30,57151,60931,237,315
20170320,17:30,57151,54122,476,491
20170320,18:30,57151,54111,486,427
20170320,19:30,57151,21963,529,496
20170320,20:30,57151,21962,587,584
20170320,21:30,57151,58613,446,368
20170320,22:30,57151,58603,280,610
20170320,23:30,57151,58601,262,243
20170321,0:30,57151,30393,511,299
20170321,2:30,57151,62453,578,262
20170321,3:30,57151,30383,628,547
20170321,4:30,57151,30382,452,584
20170321,5:30,57151,30381,408,432
20170321,6:30,57151,30391,149,563
20170321,7:30,57151,21782,471,646
20170321,8:30,57151,21783,438,393
20170321,9:30,57151,30602,418,315
20170321,10:30,57151,30603,126,544
20170321,11:30,57151,30392,157,571
20170321,12:30,57151,30461,612,241
20170321,13:30,57151,30472,467,269
20170321,14:30,57151,62452,441,448
20170321,15:30,57151,31013,441,441
20170321,16:30,57151,30123,464,314
20170321,17:30,57151,30452,164,613
20170321,18:30,57151,30453,493,403
20170321,19:30,57151,30573,626,472
20170321,20:30,57151,30432,627,565
20170321,21:30,57151,30433,438,339
20170321,22:30,57151,30431,522,374
20170321,23:30,57151,30441,291,329
20170322,0:30,57151,54291,507,503
20170322,1:30,57151,30442,385,517
20170322,2:30,57151,30443,265,313
20170322,3:30,57151,49193,344,293
20170322,4:30,57151,30601,278,517
20170322,5:21,57151,30394,648,596
20170322,6:30,57151,26191,617,557
20170322,7:30,57151,30541,190,595
20170322,8:30,57151,65491,645,503
20170322,9:30,57151,65492,338,333
20170322,10:30,57151,54302,557,391
20170322,11:30,57151,26192,235,559
20170322,12:30,57151,30522,135,461
20170322,13:30,57151,54301,451,238
20170322,14:30,57151,65501,305,604
20170322,15:30,57151,21781,152,571
20170322,16:30,57151,62451,144,390
20170322,17:30,57151,49192,243,579
20170322,18:30,57151,38051,465,259
20170322,19:30,57151,23101,179,573
20170322,20:30,57151,55222,586,235
20170322,21:30,57151,22291,592,638
20170322,22:30,57151,55221,577,303
20170322,23:30,57151,22213,351,245
20170323,0:30,57151,22211,610,404
20170323,1:30,57151,55223,192,578
20170323,2:30,57151,37783,386,592
20170323,3:30,57151,24361,531,294
20170323,4:30,57151,37522,583,354
20170323,5:30,57151,37512,443,496
20170323,6:30,57151,37513,644,476
20170323,7:30,57151,51452,410,268
20170323,8:30,57151,37511,431,309
20170323,9:30,57151,51451,482,419
20170323,10:30,57151,23102,578,319
20170323,11:30,57151,23103,377,283
20170323,12:30,57151,50422,204,441
20170323,13:30,57151,50463,163,267
20170323,14:30,57151,59201,139,424
20170323,15:30,57151,38052,566,246
20170323,16:30,57151,30572,595,261
20170323,17:30,57151,30571,239,257
20170323,18:30,57151,30422,211,577
20170323,19:30,57151,30421,175,282
20170323,20:30,57151,30423,137,232
20170323,21:30,57151,31081,411,301
20170323,22:30,57151,31082,478,588
20170323,23:30,57151,26421,634,431
20170324,0:30,57151,26423,432,577
20170324,1:30,57151,30192,498,556
20170324,2:30,57151,27622,381,314
20170324,3:30,57151,27623,159,282
20170324,4:30,57151,30193,243,267
20170324,5:30,57151,31151,432,394
20170324,6:30,57151,31152,556,479
20170324,7:30,57151,26282,362,600
20170324,9:30,57151,26281,628,252
20170324,10:30,57151,26283,213,309
20170324,11:30,57151,34852,406,450
20170324,12:30,57151,10211,385,582
20170324,13:30,57151,10212,173,271
20170324,14:30,57151,10213,189,605
20170324,15:30,57151,30661,306,583
20170324,16:30,57151,30662,626,266
20170324,17:30,57151,60912,396,617
20170324,18:30,57151,60911,328,300
20170324,19:30,57151,30122,417,540
20170324,20:30,57151,37442,575,368
20170324,21:30,57151,37441,207,559
20170324,22:30,57151,59202,578,326
20170324,23:30,57151,54181,460,230
20170325,0:30,57151,31022,418,307
20170325,1:30,57151,31023,282,615
20170325,2:30,57151,35132,157,306
20170325,3:30,57151,31011,133,596
20170325,4:30,57151,53561,145,462
20170325,5:30,57151,31042,586,535
20170325,6:30,57151,58141,376,496
20170325,7:30,57151,11313,173,504
20170325,8:30,57151,65301,575,426
20170325,9:30,57151,35122,584,438
20170325,10:30,57151,35121,441,438
20170325,11:30,57151,30972,467,467
20170325,12:30,57151,30971,403,575
20170325,13:30,57151,33853,310,486
20170325,14:30,57151,30991,452,245
20170325,15:30,57151,58131,275,432
20170325,16:30,57151,58143,437,305
20170325,17:30,57151,31041,403,474
20170325,18:30,57151,54193,381,344
20170325,19:30,57151,34321,376,522
20170325,20:30,57151,39131,638,629
20170325,21:30,57151,10332,209,411
20170325,22:30,57151,12563,424,633
20170325,23:30,57151,12561,320,352
20170326,0:30,57151,10333,643,487
20170326,1:30,57151,10341,290,253
20170326,2:30,57151,12562,641,402
20170326,3:30,57151,15671,190,321
20170326,4:30,57151,58673,164,318
20170326,5:30,57151,32142,324,299
20170326,6:30,57151,11822,199,329
20170326,7:30,57151,60083,169,333
20170326,8:30,57151,21662,135,642
20170326,9:30,57151,11821,373,361
20170326,10:30,57151,11823,536,636
20170326,11:30,57151,21663,454,592
20170326,12:30,57151,16003,380,516
20170326,13:30,57151,25632,235,334
20170326,14:30,57151,16123,368,355
20170326,15:30,57151,13481,374,320
20170326,16:30,57151,64071,136,523
20170326,17:30,57151,13483,500,506
20170326,18:30,57151,10422,617,517
20170326,19:30,57151,12482,354,379
20170326,20:30,57151,55163,512,469
20170326,21:30,57151,10421,338,242
20170326,22:30,57151,21181,425,270
20170326,23:30,57151,49333,300,533
20170327,0:30,57151,57641,164,247
20170327,1:30,57151,22343,344,616
20170327,2:30,57151,22342,534,368
20170327,3:30,57151,12621,355,472
20170327,4:30,57151,22352,423,604
20170327,5:30,57151,22353,507,236
20170327,6:30,57151,22351,369,439
20170327,8:30,57151,22902,621,642
20170327,9:30,57151,65203,208,335
20170327,10:30,57151,49403,552,347
20170327,11:30,57151,49402,132,350
20170327,12:30,57151,49401,174,278
20170327,13:30,57151,22901,509,452
20170327,14:30,57151,31463,536,644
20170327,15:30,57151,31461,543,563
20170327,16:30,57151,15103,556,461
20170327,17:30,57151,29032,611,297
20170327,18:30,57151,21162,363,511
20170327,19:30,57151,21172,403,615
20170327,20:30,57151,21161,616,573
20170327,21:30,57151,60643,133,363
20170327,22:30,57151,51353,206,551
20170327,23:30,57151,21532,248,640
20170328,0:30,57151,10133,180,584
20170328,1:30,57151,60192,477,416
20170328,2:30,57151,20063,159,580
20170328,3:30,57151,21403,181,474
20170328,4:30,57151,11692,593,361
20170328,5:30,57151,31613,366,446
20170328,6:30,57151,45552,186,347
20170328,7:30,57151,55771,126,413
20170328,8:30,57151,57171,474,496
20170328,9:30,57151,17542,401,589
20170328,10:30,57151,10362,385,444
20170328,11:30,57151,14591,147,358
20170328,12:30,57151,6057,144,595
20170328,13:30,57151,2626,607,619
20170328,14:30,57151,14219,443,262
20170328,15:30,57151,24059,211,605
20170328,16:30,57151,14380,424,504
20170328,17:30,57151,24170,494,458
20170328,18:30,57151,57212,256,515
20170328,19:30,57151,28535,193,249
20170328,20:30,57151,18539,200,279
20170328,21:30,57151,36703,469,232
20170328,22:30,57151,16505,603,279
20170328,23:30,57151,30177,143,281
20170329,0:30,57151,24053,433,344
20170329,1:30,57151,16543,420,538
20170329,2:30,57151,50792,392,284
20170329,3:30,57151,11741,225,554
20170329,4:30,57151,45781,247,386
20170329,5:30,57151,19351,396,471
20170329,6:30,57151,32052,472,646
20170329,7:30,57151,11742,595,493
20170329,8:21,57151,56292,274,582
20170329,9:30,57151,42072,413,457
20170329,10:30,57151,21313,177,613
20170329,11:30,57151,30551,457,607
20170329,12:30,57151,14387,256,447
20170329,13:30,57151,57173,629,514
20170329,14:30,57151,11173,400,365
20170329,15:30,57151,34068,428,347
20170329,16:30,57151,23801,401,344
20170329,17:30,57151,31013,410,412
20170329,18:30,57151,50033,300,466
20170329,19:30,57151,15742,205,432
20170329,20:30,57151,3961,596,475
20170329,21:30,57151,32042,406,263
20170329,22:30,57151,11812,163,387
20170329,23:30,57151,60116,316,329
20170330,0:30,57151,35072,163,438
20170330,1:30,57151,18011,468,394
20170330,2:30,57151,45574,423,485
20170330,3:30,57151,57161,385,238
20170330,4:30,57151,21381,564,344
20170330,5:30,57151,53353,416,283
20170330,6:30,57151,51251,494,477
20170330,7:30,57151,21761,558,603
20170330,8:30,57151,2911,262,380
20170330,9:30,57151,29921,313,612
20170330,10:30,57151,50361,629,617
20170330,11:30,57151,29923,139,433
20170330,12:30,57151,29193,588,252
20170330,13:30,57151,49053,339,421
20170330,14:30,57151,10512,183,599
20170330,15:30,57151,16511,468,275
20170330,16:30,57151,24009,137,623
20170330,17:30,57151,34159,499,526
20170330,18:30,57151,60622,246,480
20170330,19:30,57151,21391,484,408
20170330,20:30,57151,12822,139,323
20170330,21:30,57151,39036,261,455
20170330,22:30,57151,18871,213,320
20170330,23:30,57151,24568,162,626
20170331,0:30,57151,63371,526,481
20170331,1:30,57151,50803,295,239
20170331,2:30,57151,53821,610,421
20170331,3:30,57151,54142,621,485
20170331,4:30,57151,2013,340,584
20170331,5:30,57151,16530,482,445
20170331,6:30,57151,12651,585,650
20170331,7:30,57151,47962,539,367
20170331,8:30,57151,29902,305,557
20170331,9:30,57151,29901,204,403
20170331,10:30,57151,29903,536,509
20170331,11:30,57151,9603,591,505
20170331,12:30,57151,26367005,354,374
20170331,13:30,57151,26367003,489,364
20170331,14:30,57151,26366104,159,528
20170331,15:30,57151,26366105,457,323
20170331,16:30,57151,26366103,285,604
20170331,17:30,57151,26365945,355,246
20170331,18:30,57151,26366444,278,494
20170331,19:30,57151,26366345,517,269
20170331,20:30,57151,26366473,239,375
20170331,21:30,57151,26366343,446,511
20170331,22:30,57151,26366205,217,467
20170331,23:30,57151,26365703,303,249
20170401,0:30,57151,26365703,366,510
20170401,0:40,57151,26365704,383,245
20170401,1:30,57151,26366543,345,549
20170401,2:30,57151,26366544,349,314
20170401,3:30,57151,26365833,517,399
20170401,4:30,57151,26366545,208,483
20170401,5:30,57151,23242,299,638
20170401,6:30,57151,26374826,582,589
20170401,7:30,57151,26365723,453,480
20170401,8:30,57151,20561,455,350
20170401,9:30,57151,26365645,491,465
20170401,10:30,57151,26365475,527,322
20170401,11:30,57151,26365735,137,598
20170401,12:30,57151,26365473,382,334
20170401,13:30,57151,26366825,348,516
20170401,14:30,57151,26366823,642,604
20170401,15:30,57151,26365644,493,603
20170401,16:30,57151,26365643,398,278
20170401,17:30,57151,26366764,417,365
20170401,18:30,57151,26366763,607,649
20170401,19:30,57151,26366765,395,315
20170401,20:30,57151,26366335,218,367
20170401,21:30,57151,26366024,394,245
20170401,22:30,57151,26366025,597,411
20170401,23:30,57151,26366474,500,590
20170402,0:30,57151,26367105,409,531
20170402,1:30,57151,20743,428,530
20170402,2:30,57151,26366935,609,350
20170402,3:30,57151,26368338,175,469
20170402,4:30,57151,26368336,367,375
20170402,5:30,57151,26366828,446,397
20170402,6:30,57151,45502,402,576
20170402,7:30,57151,45151,596,644
20170402,8:21,57151,45153,222,630
20170402,9:30,57151,42182,469,273
20170402,10:30,57151,42183,543,264
20170402,11:30,57151,45321,329,559
20170402,12:30,57151,45323,441,631
20170402,13:30,57151,32631,427,332
20170402,14:30,57151,32632,501,495
20170402,15:30,57151,32633,135,529
20170402,16:30,57151,33071,375,570
20170402,17:30,57151,26359553,490,521
20170402,18:30,57151,26359555,525,252
20170402,19:00,57151,26359503,420,423
20170402,19:30,57151,26359504,576,620
20170402,20:30,57151,26359473,183,470
20170402,21:30,57151,26359474,522,407
20170402,22:30,57151,26359475,220,502
20170402,23:30,57151,26359483,468,389
20170403,0:30,57151,26359515,274,501
20170403,1:30,57151,26359525,570,280
20170403,2:30,57151,26359564,178,519
20170403,3:30,57151,26359563,600,528
20170403,4:30,57151,26359514,601,421
20170403,5:30,57151,26359535,487,618
20170403,6:30,57151,26359493,522,597
20170403,7:30,57151,26359494,205,498
20170403,8:30,57151,26359495,271,606
20170403,9:30,57151,26359615,499,272
20170403,10:30,57151,26359614,148,505
20170403,11:30,57151,26359545,464,291
20170403,12:30,57151,26359613,513,271
20170403,13:30,57151,26359595,250,580
20170403,14:30,57151,26366286,645,264
20170403,15:30,57151,26366288,447,452
20170403,16:30,57151,26366287,363,377
20170403,17:30,57151,46263,380,386
20170403,18:30,57151,46261,498,597
20170403,19:30,57151,29512,385,594
20170403,20:30,57151,30322,398,550
20170403,21:30,57151,30323,615,256
20170403,22:30,57151,30321,278,325
20170403,23:30,57151,44802,212,611
20170404,0:30,57151,47292,545,544
20170404,1:30,57151,42283,588,232
20170404,2:30,57151,42282,420,499
20170404,3:30,57151,40912,401,544
20170404,4:30,57151,42683,608,295
20170404,5:30,57151,46563,549,586
20170404,6:30,57151,46562,168,500
20170404,7:30,57151,59943,545,593
20170404,8:30,57151,59941,157,575
20170404,9:30,57151,32981,436,494
20170404,10:00,57151,32982,587,608
20170404,11:30,57151,44883,510,607
20170404,12:30,57151,44882,319,450
20170404,13:30,57151,42141,596,259
20170404,14:30,57151,42313,174,313
20170404,15:30,57151,47093,262,526
20170404,16:30,57151,47092,350,633
20170404,17:30,57151,47773,285,520
20170404,18:30,57151,48191,334,236
20170404,19:30,57151,49782,563,333
20170404,20:30,57151,41633,350,295
20170404,21:30,57151,41632,592,562
20170404,22:30,57151,40362,261,489
20170404,23:30,57151,46503,320,632
20170405,0:30,57151,46501,353,449
20170405,1:30,57151,46502,603,374
20170405,2:30,57151,53222,474,438
20170405,3:30,57151,53221,280,577
20170405,4:30,57151,46353,316,632
20170405,5:30,57151,46351,433,263
20170405,6:30,57151,26371957,490,541
20170405,7:30,57151,26371958,378,591
20170405,9:30,57151,26371956,637,256
20170405,10:30,57151,26372728,493,246
20170405,11:30,57151,47252,170,570
20170405,12:30,57151,26368506,621,385
20170405,13:30,57151,43032,546,574
20170405,14:21,57151,26366934,488,503
20170405,15:30,57151,26366575,402,442
20170405,16:30,57151,26366935,369,302
20170405,17:30,57151,26366575,565,354
20170405,18:30,57151,26366035,445,582
20170405,19:30,57151,26366035,288,310
20170405,20:30,57151,39043,476,464
20170405,21:30,57151,27233,360,455
20170405,22:30,57151,26366334,345,650
20170405,23:30,57151,20693,493,603
20170406,0:30,57151,20691,637,347
20170406,1:30,57151,26366255,378,569
20170406,2:30,57151,26366703,152,598
20170406,3:30,57151,26366254,617,650
20170406,4:30,57151,26366705,416,281
20170406,5:30,57151,26366774,328,456
20170406,6:30,57151,26365615,505,244
20170406,7:30,57151,26366144,405,586
20170406,8:21,57151,26366285,346,469
20170406,9:30,57151,26366145,467,234
20170406,10:30,57151,26368967,372,562
20170406,11:30,57151,26365474,589,230
20170406,12:30,57151,26366524,253,598
20170406,13:30,57151,26366523,534,302
20170406,14:30,57151,26366525,468,493
20170406,15:30,57151,26365854,249,457
